"LMS-2448","Umoja Distance Learning: Inbound Deliveries and Goods Receipt","The Umoja Distance Learning program offers interactive transaction-level training to users in remote locations. It includes a blend of self-study material and virtual training sessions moderated by an Umoja instructor.","Active","Logistics Execution","SC406","2017-02-03T13:23:49.160"
"LMS-1862","Umoja Academy Local Process Expert Training in Financial Accounting - Closing","Umoja Academy Local Process Expert Training in Financial Accounting Closing Process - IPSAS","Active","Financial Accounting","LPE","2017-02-03T13:23:49.160"
"LMS-1865","Umoja Academy Local Process Expert Training in Source to Acquire","Umoja Academy LPE Certfication","Active","Source to Acquire","LPE","2017-02-03T13:23:49.160"
"LMS-1869","Umoja Academy Local Process Expert Training in Financial Accounting Closing Process, Brindisi, Italy","Umoja Academy Local Process Expert Training in Financial Accounting Closing Process, Brindisi -  IPSAS","Active","Financial Accounting","LPE","2017-02-03T13:23:49.160"
"LMS-1517","Umoja Performance Testing","TBD","Active",,"Umoja Perf","2017-02-03T13:23:49.160"
"LMS-1566","Umoja Month End Closing Process","Umoja Month End Closing Process explains the purpose and benefits of the month end closing process and describes how to execute all the activities conducted as part of the month-end closing process. <LMS-1566>","Inactive","Financial Accounting","FI334","2017-02-03T13:23:49.160"
"LMS-1571","Umoja Grants Management - Framework II","Umoja Grants Management - Framework 2 explains the key concepts of the Grants Management for Grantee process.  <LMS-1571>","Active","Grants and Project Management","FI312","2017-02-03T13:23:49.160"
"LMS-1323","Umoja Accounts Payable Process","Umoja Accounts Payable Process introduces the business process associated with Accounts Payable process and how the Umoja solution will support this process. <LMS-1323>","Active","Financial Accounting","FI321","2017-02-03T13:23:49.160"
"LMS-1532","Umoja Managing Services of Consultants and Independent Contractors ToT","Umoja Managing Services of Consultants and Independent Contractors Train the Trainer ILT","Inactive","Human Resources Administration","SC543","2017-02-03T13:23:49.160"
"LMS-1567","Umoja Month-End Closing Process ToT","TBD","Inactive","Financial Accounting","LPET","2017-02-03T13:23:49.160"
"LMS-1570","Umoja Service Receipt Process - Non HR","This course outlines the service receipt process and lists the roles and responsibilities involved.  It explains how to review a purchase order, create, approve, reverse and delete a service entry sheet. <LMS-1570>","Active","Logistics Execution","SC342","2017-02-03T13:23:49.160"
"LMS-1667","Umoja Security - User Provisioning and Identity Management (IdM)","Umoja Security User Provisioning and Identity Management (IdM) lists the key roles and responsibilities in the User Provisioning processes and the key concepts of User Provisioning. <LMS-1667>","Active","Security","SEC303","2017-02-03T13:23:49.160"
"LMS-2275","Umoja Distance Learning: Petty Cash","The Umoja Distance Learning program offers interactive transaction-level training to users in remote locations. It includes a blend of self-study material and virtual training sessions moderated by an Umoja instructor.","Active","Financial Accounting","Umoja","2017-02-03T13:23:49.160"
"LMS-2341","Umoja Local Process Expert in Managing Consultants and Individual Contractors - HR Partner","Umoja Local Process Expert in Managing Consultants and Individual Contractors - HR Partner","Active","Human Resources Administration","LPE","2017-02-03T13:23:49.160"
"LMS-2436","Umoja HR Partner All Extension - ICSC Phase I","This extension of the HR Partner All course covers the HR changes that were implemented 1 July 2017 as Phase 1 of the ICSC implementation package <LMS-2436>","Active","Human Resources Administration","HR395","2017-02-03T13:23:49.160"
"LMS-1900","Umoja Academy First Level Managers Training - Functional Area Deep Dive in Funds and Cost Management","Umoja Academy A3 - Funds and Cost Management","Active","Funds and Cost Management","A3","2017-02-03T13:23:49.160"
"LMS-2046","Umoja Local Process Expert Trainer in Funds and Cost Management ","TBD","Active","Funds and Cost Management","LPET","2017-02-03T13:23:49.160"
"LMS-2073","Umoja HR Mini Master","TBD","Active","Human Resources Administration","HR 411","2017-02-03T13:23:49.160"
"LMS-1777","Umoja Integration Pilot: Payroll Overview - Roles & Maintenance","TBD","Inactive","Payroll and Benefits Management","Umoja Inte","2017-02-03T13:23:49.160"
"LMS-2218","Pre-Go live Umoja super users meeting","Pre-Go live Umoja super users meeting","Active",,"SUM","2017-02-03T13:23:49.160"
"LMS-2403","Umoja ESS Banking","Umoja ESS Banking","Active","ESS / MSS","ESS Bankin","2017-02-03T13:23:49.160"
"LMS-2156","Umoja Academy Local Process Expert Train-the-Trainer in Grants and Project Management","Umoja Academy Local Process Expert Train-the-Trainer in Grants and Project Management","Active","Grants and Project Management","LPET","2017-02-03T13:23:49.160"
"LMS-2373","Umoja Academy Local Process Expert Training in Non Staff Administration","Umoja Academy LPE Training","Active","Human Resources Administration","LPE","2017-02-03T13:23:49.160"
"LMS-2374","Umoja Local Process Expert in Non Staff Administration","LPE Certification","Active","Human Resources Administration","LPE","2017-02-03T13:23:49.160"
"LMS-2079","Umoja Process Expert in Funds and Cost Management","TBD","Active","Funds and Cost Management","PE","2017-02-03T13:23:49.160"
"LMS-2241","Umoja Business Intelligence Foundation","A hands-on foundational course in Umoja Business Intelligence intended for users who have been provisioned an Umoja BI Analytic or Power User role. <LMS-2241>","Active","Business Intelligence","Umoja BI F","2017-02-03T13:23:49.160"
"LMS-2307","Umoja Requesting Services of Consultants and IC's Process","Umoja Requesting Services of Consultants and Independent Contractors outlines the key roles and responsibilities involved in the Requesting Services for Consultants and Independent Contractors process","Active","Human Resources Administration","SC341","2017-02-03T13:23:49.160"
"LMS-2242","Umoja Business Intelligence Advanced","A hands-on, classroom-based intermediate-to-advanced course in Umoja Business Intelligence. <LMS-2242>","Active","Business Intelligence","Umoja BI A","2017-02-03T13:23:49.160"
"LMS-2268","Umoja Distance Learning: Solicitations","The Umoja Distance Learning program offers interactive transaction-level training to users in remote locations. It includes a blend of self-study material and virtual training sessions moderated by an Umoja instructor. <LMS-2268>","Active","Source to Acquire","UMOJA","2017-02-03T13:23:49.160"
"LMS-2269","Umoja Distance Learning: Contract and PO Creation","The Umoja Distance Learning program offers interactive transaction-level training to users in remote locations. It includes a blend of self-study material and virtual training sessions moderated by an Umoja instructor. <LMS-2269>","Active","Source to Acquire","Umoja Dist","2017-02-03T13:23:49.160"
"LMS-2244","Umoja Travel End User","Umoja Travel International End User <LMS-2244>","Active","Travel Management","TV 3152","2017-02-03T13:23:49.160"
"LMS-2295","Umoja Academy Local Process Expert Train-the-Trainer in Source to Acquire","Umoja Academy Local Process Expert Train-the-Trainer in Source to Acquire","Active","Source to Acquire","LPET","2017-02-03T13:23:49.160"
"LMS-2167","Umoja Overview (Espanol)","Umoja general, está diseñado para ser de carácter introductorio. En este curso se discutirán los beneficios, estructura de gestión, y los cambios que se producen como resultado de Umoja. <LMS-2167>","Active","Umoja Introduction","NA101","2017-02-03T13:23:49.160"
"LMS-1607","Umoja Advanced BI Navigation","The course explains how to access Online Analytical Processing (OLAP) reports.  It details the steps to define, modify, add and delete an analysis within an OLAP report, and the steps to add and customize charts within an OLAP report.","Inactive","Umoja Navigation","NV301","2017-02-03T13:23:49.160"
"LMS-2002","Umoja ESS Tutorial on Adding a Dependent Child","This tutorial explains the employee self service process for adding a dependent child. <LMS-2002>","Active","Tutorials","Tutorial","2017-02-03T13:23:49.160"
"LMS-2032","Umoja Core Trainer in Fixed Asset Management","TBD","Active","Asset Accounting","PE","2017-02-03T13:23:49.160"
"LMS-2034","Umoja Core Trainer in Grants and Project Management","TBD","Active","Grants and Project Management","PE","2017-02-03T13:23:49.160"
"LMS-2152","Umoja Process Expert in Real Estate ","TBD","Active","Real Estate","PE","2017-02-03T13:23:49.160"
"LMS-2270","Umoja Distance Learning: Displaying and Requesting Business Partners","The Umoja Distance Learning program offers interactive transaction-level training to users in remote locations. It includes a blend of self-study material and virtual training sessions moderated by an Umoja instructor.","Active","Umoja Master Data","Umoja","2017-02-03T13:23:49.160"
"LMS-2195","Umoja Distance Learning for Requisitioning","This course describes the major steps of the Requisitioning process, including creating and submitting a shopping cart, adding an item to a shopping cart, selecting the appropriate account assignments and saving and ordering a shopping cart (LMS-2195).","Active","Source to Acquire","SC400","2017-02-03T13:23:49.160"
"LMS-2339","Umoja Local Process Expert Trainer-of-Trainers in Business Intelligence","Umoja Local Process Expert Trainer-of-Trainers in Business Intelligence","Active","Business Intelligence","LPE","2017-02-03T13:23:49.160"
"LMS-2340","Umoja Local Process Expert Trainer in HR Mini Master","Umoja Local Process Expert Trainer in HR Mini Master","Active","Human Resources Administration","LPET","2017-02-03T13:23:49.160"
"LMS-2021","Umoja Local Process Expert in Grants and Project Management","LPE Certification","Active","Grants and Project Management","LPE","2017-02-03T13:23:49.160"
"LMS-2022","Umoja Local Process Expert in Logistics Execution","TBD","Active","Logistics Execution","LPE","2017-02-03T13:23:49.160"
"LMS-2023","Umoja Local Process Expert in Property Management","TBD","Active","Services Delivery and Property Management","LPE","2017-02-03T13:23:49.160"
"LMS-2033","Umoja Core Trainer in Funds and Cost Management","TBD","Active","Funds and Cost Management","PE","2017-02-03T13:23:49.160"
"LMS-2067","Umoja Local Process Expert Trainer-of-Trainers in Property Management","TBD","Active","Services Delivery and Property Management","PE","2017-02-03T13:23:49.160"
"LMS-2070","Umoja Local Process Expert Trainer-of-Trainers in Source to Acquire","TBD","Active","Source to Acquire","PE","2017-02-03T13:23:49.160"
"LMS-1712","Umoja ESS Navigation For Staff Members","Umoja Employee Self Service (ESS) Navigation for Staff Members is designed to be a role-based, transactional, hands-on learning.","Inactive","ESS / MSS","LM-3101","2017-02-03T13:23:49.160"
"LMS-1743","Umoja SPA / Reassignment & Promotion (Same DS)","Umoja SPA / Reassignment & Promotion (Same DS) for HR Partner LS","Inactive","Human Resources Administration","SPA / Reas","2017-02-03T13:23:49.160"
"LMS-1750","Umoja Medical and Life Insurance Administration: SLWOP Process And Create Mini Master Data For ASHI","TBD","Inactive","Payroll and Benefits Management","Umoja Medi","2017-02-03T13:23:49.160"
"LMS-1746","Umoja Integration Pilot: Rental Deduction and Rental Subsidy","TBD","Inactive","Human Resources Administration","TRAVEL","2017-02-03T13:23:49.160"
"LMS-1948","Umoja Grants for Non-Grants Users","TBD","Inactive",,"FI372","2017-02-03T13:23:49.160"
"LMS-1956","Umoja Create Expense Report","TBD","Inactive","Travel Management","TV3147","2017-02-03T13:23:49.160"
"LMS-2008","Umoja ESS for HR and Time Administrators","Umoja ESS for HR and Time Administrators","Active","ESS / MSS","ESS HR TA","2017-02-03T13:23:49.160"
"LMS-2383","Umoja Process Expert in Integration","Process Expert","Active","Umoja General","PE","2017-02-03T13:23:49.160"
"LMS-2184","Umoja Train-the-Trainer Course - HR Mini-Master","Umoja Train-the-Trainer Course - HR Mini-Master","Active","Human Resources Administration","LPET","2017-02-03T13:23:49.160"
"LMS-2350","Umoja Local Process Expert in Reporting (Level 1)","LPE","Active",,"LPE","2017-02-03T13:23:49.160"
"LMS-1704","Auditing UMOJA","Course to know how to audit UMOJA. Designed for OIOS","Active","Institutional Technology","AudUmoja","2017-02-03T13:23:49.160"
"LMS-1738","Umoja Academy Local Process Expert Training in Fixed Asset Management","Umoja Academy Local Process Expert Training","Active","Asset Accounting","LPE","2017-02-03T13:23:49.160"
"LMS-1866","Umoja Academy Local Process Expert Training in Human Resource Administration","Umoja Academy LPE Certification","Active","Human Resources Administration","LPE","2017-02-03T13:23:49.160"
"LMS-1879","Umoja Academy Local Process Expert Training in Travel Management","Umoja Academy LPE inTravel Management","Active","Travel Management","LPE","2017-02-03T13:23:49.160"
"LMS-1919","Umoja Project Management Process ToT","Umoja Project Management Process Train the Trainer ILT","Inactive","Grants and Project Management","LPET","2017-02-03T13:23:49.160"
"LMS-1999","Umoja Process Expense Report","The Umoja Process Expense Report course provides information on: administering shipment notifications, creating shipping requisitions, approving purchase orders, validating shipment request information, and certifying shipment requisitions. <LMS-1999>","Active","Travel Management","Process Ex","2017-02-03T13:23:49.160"
"LMS-2013","Umoja ESS HR for All Staff - UNOG","Umoja ESS HR for All Staff Members","Active","ESS / MSS","ESS HR","2017-02-03T13:23:49.160"
"LMS-2014","Umoja ESS for Focal Points  (Travel)","ESS for Focal Points  (Travel)","Active","ESS / MSS","ESS TV","2017-02-03T13:23:49.160"
"LMS-2028","Umoja Local Process Expert in Human Resource Administration","TBD","Active","Human Resources Administration","LPE","2017-02-03T13:23:49.160"
"LMS-2063","Umoja Local Process Expert Trainer-of-Trainers in Funds and Cost Management","TBD","Active","Funds and Cost Management","PE","2017-02-03T13:23:49.160"
"LMS-2068","Umoja Local Process Expert Trainer-of-Trainers in Real Estate","TBD","Active","Real Estate","PE","2017-02-03T13:23:49.160"
"LMS-2069","Umoja Local Process Expert Trainer-of-Trainers in Services Delivery","TBD","Active","Services Delivery and Property Management","PE","2017-02-03T13:23:49.160"
"LMS-2071","Umoja Local Process Expert Trainer-of-Trainers in Treasury and Cash Management","TBD","Active","Treasury and Cash Management","PE","2017-02-03T13:23:49.160"
"LMS-1339","Umoja Cash Management and Treasury Overview","Umoja Cash Management and Treasury Overview introduces Cash Management within the Umoja solution.  This course also identifies the global implications of the changes to Treasury and Cash Management in the field. <LMS-1339>","Active","Treasury and Cash Management","FI105","2017-02-03T13:23:49.160"
"LMS-1531","Umoja Management of Consultants and ICs","Umoja Management of Consultants and ICs identifies the key changes and benefits of the Umoja solution for the Consultant and IC recruitment process. <LMS-1531>","Active","Human Resources Administration","SC343","2017-02-03T13:23:49.160"
"LMS-2199","Umoja Employee Self Service (ESS) Basic Navigation (Espanol)","Umoja ESS navegación para funcionarios provee orientación para usar Umoja y muestra cómo navegar por el portal  de Employee Self Service (ESS). <LMS-2199>","Active","Umoja General","NV211","2017-02-03T13:23:49.160"
"LMS-2293","Umoja Academy Local Process Expert Training in Extension 1 Financial Accounting Integration","Umoja Academy Local Process Expert Train-the-Trainer in Extension 1 Financial Accounting Integration","Active","Financial Accounting","LPE","2017-02-03T13:23:49.160"
"LMS-1718","Umoja Academy Local Process Expert Training in Procurement and Commercial Activities Brindisi, Italy","Umoja Academy SCM","Inactive","Source to Acquire","LPE","2017-02-03T13:23:49.160"
"LMS-1721","Umoja Integration Pilot: SPA / Reassignment & Promotion (Different  DS)","SPA / Reassignment & Promotion (Different  DS) for HR Partner ALL","Inactive","Human Resources Administration","SPA","2017-02-03T13:23:49.160"
"LMS-1747-1","Umoja Travel Overview - Travel Administrators","TBD","Inactive","Travel Management","Travel","2017-02-03T13:23:49.160"
"LMS-1878","Umoja Academy Local Process Expert Training in Logistics Execution","Umoja Academy Logistics Execution","Active","Logistics Execution","LPE","2017-02-03T13:23:49.160"
"LMS-2175","Umoja Services Delivery Overview","The Services Delivery Overview will provide a brief introduction of Services Delivery process as well as Cost Recovery principles and methods. <LMS-2175>","Active","Services Delivery and Property Management","SD158","2017-02-03T13:23:49.160"
"LMS-2231","Umoja Benefits Employee Self-Service (ESS) Overview (French)","Le cours Umoja ESS Benefits Overview a pour but d'expliquer le module, les concepts et les termes standard liés au Module ESS Umoja Benefits que découvrent les utilisateurs d'Umoja. <LMS-2231>","Active","Payroll and Benefits Management","BN3125","2017-02-03T13:23:49.160"
"LMS-1719","Umoja Academy Local Process Expert Training in Funds and Cost Management, Brindisi, Italy","Umoja Academy Funds and Cost Management","Inactive","Funds and Cost Management","LPE","2017-02-03T13:23:49.160"
"LMS-1742","Umoja Appointment FT / Temp (Assignment Same DS)","TBD","Inactive","Human Resources Administration","Appointmen","2017-02-03T13:23:49.160"
"LMS-1741","Umoja Travel Overview for Certifying Officers/Travel-Shipment Processors","TBD","Inactive","Travel Management","Umoja Trav","2017-02-03T13:23:49.160"
"LMS-1935","Umoja Local Inventory Goods Movement","The purpose of the Umoja Local Inventory Goods Movement course is to explain the steps to issue or transfer inventory without shipment in the Umoja system. <LMS-1935>","Active","Logistics Execution","SC339","2017-02-03T13:23:49.160"
"LMS-1939","Umoja Inventory Counting and Controlling","The purpose of the Umoja Inventory Counting and Controlling course is to explain how to conduct a Physical Inventory count. <LMS-1939>","Active","Logistics Execution","SC351","2017-02-03T13:23:49.160"
"LMS-1949","Umoja Accounts Receivable for Real Estate","TBD","Active","Financial Accounting","FI373","2017-02-03T13:23:49.160"
"LMS-1951","Umoja ASHI and ASLI Data Maintenance and Special Leave Processing","The purpose of the Umoja ASHI and ASLI Data Maintenance and Special Leave Processing course is to explain the standard Umoja Benefits module, and to provide information on concepts and terms that are new to Umoja users.
<LMS-1951>","Inactive","Human Resources Administration","BN3127","2017-02-03T13:23:49.160"
"LMS-1863","Umoja Academy Local Process Expert Training in Grants and Project Management, Geneva, Switzerland","Umoja Academy LPE Certification","Inactive","Grants and Project Management","LPE","2017-02-03T13:23:49.160"
"LMS-1807","Umoja Academy Local Process Expert Training in Financial Accounting","Umoja Academy Local Process Expert Training in Financial Accounting","Active","Financial Accounting","LPE","2017-02-03T13:23:49.160"
"LMS-1903","Umoja Academy First Level Managers Training - Functional Area Deep Dive in Logistics Execution","Umoja Academy A3 - Logistics Execution","Active","Logistics Execution","A3","2017-02-03T13:23:49.160"
"LMS-1909","Umoja Grants Management - Pass-through Grants Execution ToT","Umoja Grants Management - Pass-through Grants Execution Train the Trainer ILT","Inactive","Grants and Project Management","LPET","2017-02-03T13:23:49.160"
"LMS-1976","Umoja Academy Local Process Expert Training in Real Estate","Umoja Academy LPE in Real Estate","Active","Real Estate","LPE","2017-02-03T13:23:49.160"
"LMS-2081","Umoja Process Expert in Human Resource Administration","TBD","Active","Human Resources Administration","PE","2017-02-03T13:23:49.160"
"LMS-2086","Umoja Process Expert in Source to Acquire","TBD","Active","Source to Acquire","PE","2017-02-03T13:23:49.160"
"LMS-2313","Umoja Distance Learning: Contract and PO Creation","The Umoja Distance Learning program offers interactive transaction-level training to users in remote locations. It includes a blend of self-study material and virtual training sessions moderated by an Umoja instructor.","Inactive","Source to Acquire","SC403","2017-02-03T13:23:49.160"
"LMS-1931","Umoja Grants Management Process - Pass through Grants Execution","The purpose of this course is to explain the detailed process involved when funds are provided to implementing partners. <LMS-1931>","Active","Grants and Project Management","FI313","2017-02-03T13:23:49.160"
"LMS-1933","Umoja Preventative Maintenance","The purpose of the Umoja Preventative Maintenance course is to explain the process to carry out the preventative maintenance of equipment. <LMS-1933>","Active","Services Delivery and Property Management","SD392","2017-02-03T13:23:49.160"
"LMS-1938","Umoja Inbound Goods Process (non-Peacekeeping)","The purpose of the Umoja Inbound Goods Process (Non-Peacekeeping) course is to train end users on how to support the Inbound Goods process using the Umoja ECC system.
<LMS-1938>","Active","Logistics Execution","SC350","2017-02-03T13:23:49.160"
"LMS-1952","Umoja Create Travel Request – Official Travel","TBD","Inactive","Travel Management","TV3142","2017-02-03T13:23:49.160"
"LMS-1979","Umoja Academy First Level Managers Training - Functional Area Deep Dive in Grants and Project Management","Umoja Academy A3 in Grants and Project Management","Active","Grants and Project Management","A3","2017-02-03T13:23:49.160"
"LMS-2072","Umoja Local Process Expert Trainer-of-Trainers in Travel Management","TBD","Active","Travel Management","PE","2017-02-03T13:23:49.160"
"LMS-1914","Umoja Budget Implementation ToT","Umoja Budget Implementation Train the Trainer ILT","Inactive","Funds and Cost Management","LPET","2017-02-03T13:23:49.160"
"LMS-1356","Umoja BI Navigation","Umoja BI Navigation introduces the features and benefits of Umoja’s Enterprise Business Intelligence (BI)/Reporting tool. This course defines new BI terminology, identifies components of the tools and describes the overall data architecture. <LMS-1356>","Active","Umoja Navigation","NV203","2017-02-03T13:23:49.160"
"LMS-1306","Umoja Grants Management - Framework I","Umoja Grants Management - Framework 1 explains the key concepts for the GM for Grantee Process, lists the key roles and responsibilities involved, and describes the Master Data elements used and outlines the high-level process steps. <LMS-1306>","Active","Grants and Project Management","FI311","2017-02-03T13:23:49.160"
"LMS-1527","Umoja Sales and Distribution","Umoja Sales and Distribution details the steps for the SD processes. <LMS-1527>","Active","Services Delivery and Property Management","SD391","2017-02-03T13:23:49.160"
"LMS-2149","Umoja Academy Local Process Expert Train-the-Trainer in Travel Management","Umoja Academy Local Process Expert Train-the-Trainer in Travel Management","Active","Travel Management","LPET","2017-02-03T13:23:49.160"
"LMS-2024","Umoja Local Process Expert in Real Estate","TBD","Active","Real Estate","LPERE","2017-02-03T13:23:49.160"
"LMS-2037","Umoja Core Trainer in Property Management","TBD","Active","Services Delivery and Property Management","PE","2017-02-03T13:23:49.160"
"LMS-2039","Umoja Core Trainer in Services Delivery","TBD","Active","Services Delivery and Property Management","PE","2017-02-03T13:23:49.160"
"LMS-2040","Umoja Core Trainer in Source to Acquire","TBD","Active","Source to Acquire","PE","2017-02-03T13:23:49.160"
"LMS-2056","Umoja Academy Local Process Expert Train-the-Trainer Course in Business Intelligence","Umoja Academy Local Process Expert Train-the-Trainer Course in Business Intelligence","Active","Business Intelligence","LPET","2017-02-03T13:23:49.160"
"LMS-2065","Umoja Local Process Expert Trainer-of-Trainers in Human Resource Administration","TBD","Active","Human Resources Administration","PE","2017-02-03T13:23:49.160"
"LMS-2066","Umoja Local Process Expert Trainer-of-Trainers in Logistics Execution","TBD","Active","Logistics Execution","PE","2017-02-03T13:23:49.160"
"LMS-2052","Umoja Local Process Expert Trainer in Service Delivery and Cost Recovery","TBD","Active","Services Delivery and Property Management","LPET","2017-02-03T13:23:49.160"
"LMS-2092","Umoja Process Expert in Funds and Cost Management ","TBD","Active","Funds and Cost Management","PE","2017-02-03T13:23:49.160"
"LMS-2098","Umoja Process Expert in Services Delivery ","TBD","Active","Services Delivery and Property Management","PE","2017-02-03T13:23:49.160"
"LMS-1989","Umoja Academy ILTs","TBD","Inactive",,"HR","2017-02-03T13:23:49.160"
"LMS-1997","Umoja Create HR and Entitlement Travel Request","The Create Travel Request – HR Travel and Entitlements course provides participants with the knowledge necessary to: create a HR travel request, create a TA for entitlements, submit a claim, and create the associated expense report. <LMS-1997>","Active","Travel Management","TV3144","2017-02-03T13:23:49.160"
"LMS-1970","Umoja Academy Local Process Expert Training in Services Delivery","Umoja Academy LPE in Services Delivery","Active","Services Delivery and Property Management","LPE","2017-02-03T13:23:49.160"
"LMS-1980","Umoja Cost and Management Accounting Process ToT","Umoja Cost and Management Accounting Process Train the Trainer ILT","Inactive","Funds and Cost Management","LPET","2017-02-03T13:23:49.160"
"LMS-1982","Umoja Low Value Acquisitions Focal Point","TBD","Inactive","Source to Acquire","SC526","2017-02-03T13:23:49.160"
"LMS-2077","Umoja Process Expert in Financial Accounting - Closing","TBD","Active","Financial Accounting","PE","2017-02-03T13:23:49.160"
"LMS-1332","Umoja Asset Accounting Process","Umoja Asset Accounting describes the key roles and responsibilities in Asset Accounting and the processes that comprise the lifetime of an asset.","Active","Financial Accounting","FI332","2017-02-03T13:23:49.160"
"LMS-1728","Umoja Organizational Management for OM Administrators","Umoja Organizational Management for OM Administrators examines the departmental and organizational impacts of Organizational Management administration responsibilities.
<LMS-1728>","Active","Organizational Management","OM3134","2017-02-03T13:23:49.160"
"LMS-1987","Umoja Low Value Acquisitions for OCHA Staff","Umoja Low Value Acquisitions explains when and for what purpose Low Value Acquisitions are used and details how to create a Low Value Acquisition. ","Inactive","Source to Acquire","Umoja Low","2017-02-03T13:23:49.160"
"LMS-2349","Umoja Academy Local Process Expert Training in Reporting (Level 1)","LPE in Reporting (Level 1)","Active",,"LPE","2017-02-03T13:23:49.160"
"LMS-2082","Umoja Process Expert in Logistics Execution","TBD","Active","Logistics Execution","PE","2017-02-03T13:23:49.160"
"LMS-2093","Umoja Process Expert in Grants and Project Management ","TBD","Active","Grants and Project Management","PE","2017-02-03T13:23:49.160"
"LMS-2099","Umoja Process Expert in Source to Acquire ","TBD","Active","Source to Acquire","PE","2017-02-03T13:23:49.160"
"LMS-1734","Umoja Organizational Management for OM Specialist","TBD","Inactive","Organizational Management","OM3136","2017-02-03T13:23:49.160"
"LMS-1745","Umoja Administration of Personnel Contracts","The course provides a foundational understanding of the administration of personnel contracts in the United Nations Secretariat. This course is mandatory for all Human Resources partners who manage HR transactions in Umoja.","Active","Human Resources","UMOJA_ADM","2017-02-03T13:23:49.160"
"LMS-1809","Umoja Academy Local Process Expert Training in Treasury and Cash Management","Umoja Academy Local Process Expert Trainng in Treasury and Cash Management","Active","Treasury and Cash Management","LPE","2017-02-03T13:23:49.160"
"LMS-1991","Travel in Umoja: Designated End User (for OCHA staff)","Travel In Umoja for the Designated End User is designed specifically for OCHA staff","Inactive","Travel Management","TrvEndUser","2017-02-03T13:23:49.160"
"LMS-2083","Umoja Process Expert in Property Management","TBD","Active","Services Delivery and Property Management","PE","2017-02-03T13:23:49.160"
"LMS-2105","Umoja Introduction to All Staff","Umoja basic training based on the CBTs","Active",,"Umoja Intr","2017-02-03T13:23:49.160"
"LMS-2146","Umoja Academy Local Process Expert Train-the-Trainer in Source to Acquire (Buyers)","Umoja Academy Train-the-Trainer in Source to Acquire (Buyers)","Active","Source to Acquire","LPET","2017-02-03T13:23:49.160"
"LMS-2229","Umoja Overview (Français)","Le cours Umoja Overview se veut une introduction à l'initiative Umoja et offre un aperçu de ses avantages, de sa structure et des changements suite à sa mise en oeuvre. <LMS-2229>","Active","Umoja Introduction","NA101","2017-02-03T13:23:49.160"
"LMS-2230","Umoja Employee Self Service (ESS) Basic Navigation (French)","Le cours Umoja Employee Self Service (ESS) Basic Navigation a pour but d'orienter les utilisateurs dans la solution Umoja et d'expliquer les règles de base de la navigation sur le portail Employee Self Service (ESS). <LMS-2230>","Active","Umoja Navigation","NV211","2017-02-03T13:23:49.160"
"LMS-1736","Umoja Payroll Master Data Maintenance","The purpose of the Umoja Payroll Master Data Maintenance course is to explain the payroll advanced process, mass upload, additional payments, recurring payments and separation process. <LMS-1736>","Inactive",,"PY3141","2017-02-03T13:23:49.160"
"LMS-1752","Umoja Integration Pilot: Certifying Officers/Travel-Shipment Processors","TBD","Inactive","Travel Management","Umoja Cert","2017-02-03T13:23:49.160"
